psg_id,passage,persona,query_style,query,method,critique,score
380,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 36 - Changes to notifications

4.   Where a notifying authority has sufficient reason to consider that a notified body no longer meets the requirements laid down in Article 31, or that it is failing to fulfil its obligations, the notifying authority shall without delay investigate the matter with the utmost diligence. In that context, it shall inform the notified body concerned about the objections raised and give it the possibility to make its views known. If the notifying authority comes to the conclusion that the notified body no longer meets the requirements laid down in Article 31 or that it is failing to fulfil its obligations, it shall restrict, suspend or withdraw the designation as appropriate, depending on the seriousness of the failure to meet those requirements or fulfil those obligations. It shall immediately inform the Commission and the other Member States accordingly.",A venture capital investor focusing on early-stage technology startups,Hypothetical scenario-based question,"If a startup I've invested in is using a notified body for their AI system and the notifying authority starts investigating them for not meeting Article 31 requirements, what are the potential consequences for the startup's compliance status?",zero-shot,"The query is relevant as it pertains to the conditions under which a notifying authority investigates a notified body, as outlined in the passage. It is specific, focusing on potential consequences for the compliance status of a startup using a notified body. The query is answerable, since the passage discusses the possible actions a notifying authority might take if the requirements are not met. It is realistic and uses appropriate language for a venture capital investor concerned about compliance impacts on a startup. Finally, it captures a user-oriented and original concern, thinking ahead about potential business impacts rather than merely restating passage content.",5
381,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 36 - Changes to notifications

5.   Where its designation has been suspended, restricted, or fully or partially withdrawn, the notified body shall inform the providers concerned within 10 days.",A privacy advocate with a background in civil liberties and digital rights,Hypothetical scenario-based question,"If a notified body has its designation suspended, how quickly must they inform the providers they are working with, and what would this mean for the privacy and rights of individuals using the affected AI systems?",zero-shot,"The query is relevant as it directly pertains to the passage discussing changes to notifications for notified bodies; it is specific, focusing on the timeframe for notified bodies to inform providers; it is answerable as the passage provides the 10-day timeframe; it is realistic, as a privacy advocate might indeed be concerned about the implications for privacy and rights; and it is user-oriented, addressing privacy implications beyond just restating passage content.",5
381,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 36 - Changes to notifications

5.   Where its designation has been suspended, restricted, or fully or partially withdrawn, the notified body shall inform the providers concerned within 10 days.",A small business owner who develops software solutions for local retail stores,Simple direct question with basic vocabulary,What happens if a notified body's designation is suspended or withdrawn?,few-shot,"The query is relevant as it pertains to the specifics of Article 36 regarding changes to notifications of notified bodies. It is specific, focusing on the scenario of designation being suspended or withdrawn. The query is answerable, since the passage provides information on the notification to providers within a set timeframe. Its language is realistic for a small business owner with direct and simple phrasing. The query is user-oriented, reflecting a concern a small business owner might naturally have, and it is original, using language not lifted from the passage.",5
382,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 36 - Changes to notifications

6.   In the event of the restriction, suspension or withdrawal of a designation, the notifying authority shall take appropriate steps to ensure that the files of the notified body concerned are kept, and to make them available to notifying authorities in other Member States and to market surveillance authorities at their request.",A data protection officer at a large European enterprise implementing AI compliance,Simple direct question with basic vocabulary,What happens to the files of a notified body if its designation is suspended or withdrawn?,few-shot,"The query is relevant and specific as it directly relates to the procedures for handling files when a designation is suspended or withdrawn. It is answerable based on the information in the passage, uses appropriate language for the persona, and reflects a natural user concern without merely restating the passage.",5
382,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 36 - Changes to notifications

6.   In the event of the restriction, suspension or withdrawal of a designation, the notifying authority shall take appropriate steps to ensure that the files of the notified body concerned are kept, and to make them available to notifying authorities in other Member States and to market surveillance authorities at their request.",A university student majoring in computer science with an interest in ethics,Informal conversational question,What happens to the files of a notified body if their designation is revoked under the EU's AI rules?,zero-shot,"The query is relevant and specific as it directly addresses the situation described in the passage about the handling of files upon revocation of designation. It is also answerable, as the passage provides information on the actions taken by the notifying authority. The query uses informal terminology that matches a student-like conversational style, making it realistic. It is user-oriented and original because it poses a natural question rather than a restatement of the passage.",5
383,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 36 - Changes to notifications

7.   In the event of the restriction, suspension or withdrawal of a designation, the notifying authority shall: (a) assess the impact on the certificates issued by the notified body; (b) submit a report on its findings to the Commission and the other Member States within three months of having notified the changes to the designation; (c) require the notified body to suspend or withdraw, within a reasonable period of time determined by the authority, any certificates which were unduly issued, in order to ensure the continuing conformity of high-risk AI systems on the market; (d) inform the Commission and the Member States about certificates the suspension or withdrawal of which it has required; (e) provide the national competent authorities of the Member State in which the provider has its registered place of business with all relevant information about the certificates of which it has required the suspension or withdrawal; that authority shall take the appropriate measures, where necessary, to avoid a potential risk to health, safety or fundamental rights.",A data protection officer at a large European enterprise implementing AI compliance,Technical language with domain-specific terminology,"What procedures are in place for managing the restriction, suspension, or withdrawal of a notified body's designation concerning AI compliance certificates?",few-shot,"The query is relevant as it pertains to AI compliance procedures from the passage, specific to the processes surrounding restriction, suspension, and withdrawal of notified bodies, and realistic given the persona's technical background. However, it is not entirely answerable from the passage alone, as it requires more detailed procedural information than is provided.",4
383,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 36 - Changes to notifications

7.   In the event of the restriction, suspension or withdrawal of a designation, the notifying authority shall: (a) assess the impact on the certificates issued by the notified body; (b) submit a report on its findings to the Commission and the other Member States within three months of having notified the changes to the designation; (c) require the notified body to suspend or withdraw, within a reasonable period of time determined by the authority, any certificates which were unduly issued, in order to ensure the continuing conformity of high-risk AI systems on the market; (d) inform the Commission and the Member States about certificates the suspension or withdrawal of which it has required; (e) provide the national competent authorities of the Member State in which the provider has its registered place of business with all relevant information about the certificates of which it has required the suspension or withdrawal; that authority shall take the appropriate measures, where necessary, to avoid a potential risk to health, safety or fundamental rights.",A privacy advocate with a background in civil liberties and digital rights,Simple direct question with basic vocabulary,"What happens if a high-risk AI system has a certificate that gets withdrawn, can this affect public safety?",zero-shot,"The query is relevant and specific as it concerns the impact of certificate withdrawal within the context of high-risk AI systems. It is answerable since the passage contains information on the measures taken after a certificate is withdrawn. The query is realistic for a privacy advocate concerned about public safety implications, making it user-oriented and somewhat original. However, it lacks a detailed exploration of the notification process and does not fully utilize the passage's specifics regarding reporting and actions by authorities.",4
384,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 36 - Changes to notifications

8.   With the exception of certificates unduly issued, and where a designation has been suspended or restricted, the certificates shall remain valid in one of the following circumstances: (a) the notifying authority has confirmed, within one month of the suspension or restriction, that there is no risk to health, safety or fundamental rights in relation to certificates affected by the suspension or restriction, and the notifying authority has outlined a timeline for actions to remedy the suspension or restriction; or (b) the notifying authority has confirmed that no certificates relevant to the suspension will be issued, amended or re-issued during the course of the suspension or restriction, and states whether the notified body has the capability of continuing to monitor and remain responsible for existing certificates issued for the period of the suspension or restriction; in the event that the notifying authority determines that the notified body does not have the capability to support existing certificates issued, the provider of the system covered by the certificate shall confirm in writing to the national competent authorities of the Member State in which it has its registered place of business, within three months of the suspension or restriction, that another qualified notified body is temporarily assuming the functions of the notified body to monitor and remain responsible for the certificates during the period of suspension or restriction.",A municipal government official responsible for digital transformation initiatives,Simple direct question with basic vocabulary,What happens to AI system certificates if a notifying authority's designation is suspended?,zero-shot,"The query is relevant and specific to the passage, asking about a particular aspect of the EU AI Act. It is answerable with the information provided in the passage. The language and phrasing are realistic for a municipal government official, and it is user-oriented and original, capturing a genuine concern that may arise naturally.",5
384,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 36 - Changes to notifications

8.   With the exception of certificates unduly issued, and where a designation has been suspended or restricted, the certificates shall remain valid in one of the following circumstances: (a) the notifying authority has confirmed, within one month of the suspension or restriction, that there is no risk to health, safety or fundamental rights in relation to certificates affected by the suspension or restriction, and the notifying authority has outlined a timeline for actions to remedy the suspension or restriction; or (b) the notifying authority has confirmed that no certificates relevant to the suspension will be issued, amended or re-issued during the course of the suspension or restriction, and states whether the notified body has the capability of continuing to monitor and remain responsible for existing certificates issued for the period of the suspension or restriction; in the event that the notifying authority determines that the notified body does not have the capability to support existing certificates issued, the provider of the system covered by the certificate shall confirm in writing to the national competent authorities of the Member State in which it has its registered place of business, within three months of the suspension or restriction, that another qualified notified body is temporarily assuming the functions of the notified body to monitor and remain responsible for the certificates during the period of suspension or restriction.",A small business owner who develops software solutions for local retail stores,Informal conversational question,"If our AI tool's certification gets suspended, how soon do we need to let authorities know we have a backup arrangement with another certifying body?",zero-shot,"The query is relevant as it relates to the notification procedures for a suspended certification. It is specific, focusing on the timeframe to inform authorities about a backup with another certifying body. The query is answerable since the passage details timelines related to notifying authorities. The language is realistic for a small business owner concerned about compliance, matching the persona's style. The query is user-oriented and original, as it doesn't directly rephrase the passage but asks a natural question about a real-world concern.",5
385,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 36 - Changes to notifications

9.   With the exception of certificates unduly issued, and where a designation has been withdrawn, the certificates shall remain valid for a period of nine months under the following circumstances: (a) the national competent authority of the Member State in which the provider of the high-risk AI system covered by the certificate has its registered place of business has confirmed that there is no risk to health, safety or fundamental rights associated with the high-risk AI systems concerned; and (b) another notified body has confirmed in writing that it will assume immediate responsibility for those AI systems and completes its assessment within 12 months of the withdrawal of the designation. In the circumstances referred to in the first subparagraph, the national competent authority of the Member State in which the provider of the system covered by the certificate has its place of business may extend the provisional validity of the certificates for additional periods of three months, which shall not exceed 12 months in total. The national competent authority or the notified body assuming the functions of the notified body affected by the change of designation shall immediately inform the Commission, the other Member States and the other notified bodies thereof.",A journalist who covers technology trends for a mainstream news outlet,Informal conversational question,"What happens if an AI certification is withdrawn, do the certificates stay valid for a while and who takes over?",few-shot,"The query is relevant as it addresses the validity of AI certifications after withdrawal, a topic covered in the passage. It is specific, focusing on the validity duration and the responsibility transfer of certifications. The passage provides sufficient detail to answer the query, making it answerable. The query is realistic for a journalist, using an informal and inquisitive tone. Lastly, it is user-oriented and original, reflecting something a journalist might probe without directly echoing the passage's language.",5
385,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 36 - Changes to notifications

9.   With the exception of certificates unduly issued, and where a designation has been withdrawn, the certificates shall remain valid for a period of nine months under the following circumstances: (a) the national competent authority of the Member State in which the provider of the high-risk AI system covered by the certificate has its registered place of business has confirmed that there is no risk to health, safety or fundamental rights associated with the high-risk AI systems concerned; and (b) another notified body has confirmed in writing that it will assume immediate responsibility for those AI systems and completes its assessment within 12 months of the withdrawal of the designation. In the circumstances referred to in the first subparagraph, the national competent authority of the Member State in which the provider of the system covered by the certificate has its place of business may extend the provisional validity of the certificates for additional periods of three months, which shall not exceed 12 months in total. The national competent authority or the notified body assuming the functions of the notified body affected by the change of designation shall immediately inform the Commission, the other Member States and the other notified bodies thereof.",A legal consultant who specializes in technology and intellectual property law,Academic/research-oriented inquiry with formal language,Under what conditions can the validity of certifications for high-risk AI systems be provisionally extended beyond the initial nine-month period following the withdrawal of designation?,few-shot,"The query is relevant and specifically addresses the conditions for extending the validity of certifications for high-risk AI systems. It is also answerable, as the passage provides detailed conditions under which certificates can be extended. The query uses formal language appropriate for an academic or legal consultant and presents an original question that a user in such a role may naturally inquire about. However, the query is slightly more specific than typical user questions might be, leaning more into an academic style, but it remains realistic for the given user persona.",5
386,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 37 - Challenge to the competence of notified bodies

1.   The Commission shall, where necessary, investigate all cases where there are reasons to doubt the competence of a notified body or the continued fulfilment by a notified body of the requirements laid down in Article 31 and of its applicable responsibilities.",A legal consultant who specializes in technology and intellectual property law,Technical language with domain-specific terminology,How does the EU AI Act empower the Commission to address doubts regarding the competence of notified bodies under its regulations?,zero-shot,"The query is highly relevant to the passage as it specifically addresses the role of the Commission in investigating the competence of notified bodies, which is mentioned in the passage. It is specific and focuses on a single topic, making it answerable with the information provided. The query uses appropriate technical language fitting for a legal consultant and is realistic and user-oriented as it reflects what a consultant might want to know without directly restating the passage.",5
386,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 37 - Challenge to the competence of notified bodies

1.   The Commission shall, where necessary, investigate all cases where there are reasons to doubt the competence of a notified body or the continued fulfilment by a notified body of the requirements laid down in Article 31 and of its applicable responsibilities.",A privacy advocate with a background in civil liberties and digital rights,Academic/research-oriented inquiry with formal language,"What criteria does the European Commission use to assess the competence of notified bodies under the provisions outlined in the AI Act, particularly in Article 37?",zero-shot,"The query is highly relevant as it directly asks about the Commission's criteria for assessing notified bodies, which is the subject of Article 37. It is specific, focusing on the criteria for competence assessment. The query is answerable because, while the passage mentions investigation, it implies the necessity to understand what triggers it. The language and style match the persona, being formal and detail-oriented. It is also user-oriented and original, as it logically derives a question that would interest someone concerned with procedural aspects of competence assessment.",5
387,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 37 - Challenge to the competence of notified bodies

2.   The notifying authority shall provide the Commission, on request, with all relevant information relating to the notification or the maintenance of the competence of the notified body concerned.",A journalist who covers technology trends for a mainstream news outlet,Informal conversational question,What info does the EU Commission need from notifying authorities about notified bodies' competence?,few-shot,"The query is relevant to the passage as it asks about information related to notifying authorities and notified bodies, which is covered in Article 37. It is specific, focusing on the EU Commission's information requirements about the competence of notified bodies. The query is answerable because the passage indicates that the Commission can request all relevant information from the notifying authority. The language is realistic for a journalist seeking to clarify procedural aspects in an informal manner. However, it closely mirrors the passage and lacks originality as it doesn't introduce an angle or language different from what is provided, affecting its user-oriented and originality score.",4
387,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 37 - Challenge to the competence of notified bodies

2.   The notifying authority shall provide the Commission, on request, with all relevant information relating to the notification or the maintenance of the competence of the notified body concerned.",A small business owner who develops software solutions for local retail stores,Technical language with domain-specific terminology,How can a notifying authority ensure the ongoing competence of a notified body for high-risk AI systems in compliance with Article 37 of the EU AI Act?,zero-shot,"The query is relevant as it pertains to high-risk AI systems and Article 37, it's specific focusing on the competence of notified bodies, and it's answerable since the passage provides information relevant to this. The query is realistic for a technically proficient user and user-oriented without directly restating passage content.",5
388,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 37 - Challenge to the competence of notified bodies

3.   The Commission shall ensure that all sensitive information obtained in the course of its investigations pursuant to this Article is treated confidentially in accordance with Article 78.",A municipal government official responsible for digital transformation initiatives,Hypothetical scenario-based question,"If a notified body in our city faces a competence challenge, how will the EU ensure that any sensitive information gathered during the investigation is kept confidential?",few-shot,"The query is relevant as it pertains directly to the content of the passage regarding the confidentiality of sensitive information during investigations; it is specific, focusing on the confidentiality aspect of competence challenges; it is answerable given the information about Article 37 in the passage; it uses appropriate language and phrasing for a government official; and it represents a natural and original hypothetical scenario a municipal official might consider.",5
388,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 37 - Challenge to the competence of notified bodies

3.   The Commission shall ensure that all sensitive information obtained in the course of its investigations pursuant to this Article is treated confidentially in accordance with Article 78.",A venture capital investor focusing on early-stage technology startups,Search engine keyword query without full sentence structure,AI Act Article 37 notified bodies confidentiality rules,zero-shot,"The query is relevant as it directly relates to the content of Article 37 on notified bodies and confidentiality rules. It is specific, targeting the confidentiality aspect and Article 37 of the AI Act. The query is answerable because the passage provides information about confidentiality under Article 37. It is realistically worded for a search engine-style query a venture capital investor might use. However, the query is not entirely user-oriented and lacks originality since it closely mirrors the passage's content.",4
389,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 37 - Challenge to the competence of notified bodies

4.   Where the Commission ascertains that a notified body does not meet or no longer meets the requirements for its notification, it shall inform the notifying Member State accordingly and request it to take the necessary corrective measures, including the suspension or withdrawal of the notification if necessary. Where the Member State fails to take the necessary corrective measures, the Commission may, by means of an implementing act, suspend, restrict or withdraw the designation. That implementing act shall be adopted in accordance with the examination procedure referred to in Article 98(2).",A data protection officer at a large European enterprise implementing AI compliance,Informal conversational question,"So, what happens if a notified body isn't up to the standards anymore for AI system certification?",few-shot,"The query is relevant as it addresses the issue of a notified body not meeting standards, which is discussed in the passage. It is specific, focusing on the competence of notified bodies. The query is answerable since the passage provides the necessary details on the consequences. It is realistic as it uses casual language suitable for a data protection officer seeking information. Finally, the query is user-oriented and original since it captures a likely question from someone concerned about compliance, without merely restating the passage.",5
390,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 38 - Coordination of notified bodies

1.   The Commission shall ensure that, with regard to high-risk AI systems, appropriate coordination and cooperation between notified bodies active in the conformity assessment procedures pursuant to this Regulation are put in place and properly operated in the form of a sectoral group of notified bodies.",A healthcare professional working with diagnostic technologies at a major hospital,Simple direct question with basic vocabulary,How will the EU ensure cooperation between notified bodies for high-risk AI systems in healthcare?,zero-shot,"The query is relevant, specific, and answerable as it directly asks about the coordination of notified bodies for high-risk AI systems, a topic covered in the passage. However, it's slightly outside the realistic language of a healthcare professional, as it might use simpler terms, and while user-oriented, it closely follows the passage language.",4
390,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 38 - Coordination of notified bodies

1.   The Commission shall ensure that, with regard to high-risk AI systems, appropriate coordination and cooperation between notified bodies active in the conformity assessment procedures pursuant to this Regulation are put in place and properly operated in the form of a sectoral group of notified bodies.",A privacy advocate with a background in civil liberties and digital rights,Informal conversational question,How does the EU ensure that all notified bodies dealing with high-risk AI systems are on the same page?,zero-shot,"The query is relevant as it directly pertains to the coordination of notified bodies for high-risk AI systems discussed in the passage. It is specific, focusing on the coordination aspect. The passage provides enough information to answer the query, making it answerable. The informal style fits a privacy advocate, matching the query style. Lastly, it is user-oriented and original, asking in a natural manner as someone concerned about high-risk AI system regulation might.",5
391,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 38 - Coordination of notified bodies

2.   Each notifying authority shall ensure that the bodies notified by it participate in the work of a group referred to in paragraph 1, directly or through designated representatives.",A municipal government official responsible for digital transformation initiatives,Search engine keyword query without full sentence structure,notifying authority responsibilities in AI Act Article 38,zero-shot,"The query is relevant as it directly relates to provisions in Article 38 about notifying authority responsibilities. It is specific to a particular topic, focusing on notifying authorities. It is answerable since the passage provides details about the responsibilities. The query is realistic for a municipal government official, using appropriate terminology. The query, however, might lack originality as it closely mirrors the given passage language.",4
391,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 38 - Coordination of notified bodies

2.   Each notifying authority shall ensure that the bodies notified by it participate in the work of a group referred to in paragraph 1, directly or through designated representatives.",A venture capital investor focusing on early-stage technology startups,Hypothetical scenario-based question,"If a startup I'm considering investing in develops a high-risk AI system, how do notified bodies coordinate to ensure compliance according to the EU AI Act?",few-shot,"The query is relevant as it pertains to the coordination of notified bodies mentioned in the passage. It is specific to the compliance coordination process for high-risk AI systems. However, it is not fully answerable by the passage as it lacks comprehensive details on how coordination ensures compliance. The query is realistic for a venture capitalist and user-oriented, as it poses a plausible investment consideration scenario.",4
392,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 38 - Coordination of notified bodies

3.   The Commission shall provide for the exchange of knowledge and best practices between notifying authorities.",A municipal government official responsible for digital transformation initiatives,Informal conversational question,How does the EU help different authorities share their knowledge and best practices about high-risk AI systems?,few-shot,"The query is relevant as it pertains to the exchange of knowledge and best practices among notifying authorities related to high-risk AI systems as mentioned in the passage. It is specific to the topic of knowledge exchange, and the passage provides sufficient information to answer it. The language used is realistic for a municipal government official seeking practical information, and the question is both user-oriented and original, as it asks about the application rather than restating the passage.",5
392,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 38 - Coordination of notified bodies

3.   The Commission shall provide for the exchange of knowledge and best practices between notifying authorities.",A software developer specializing in machine learning applications,Hypothetical scenario-based question,What if I'm developing a high-risk AI system — how does the EU ensure that notifying authorities share knowledge and best practices about compliance requirements?,few-shot,"The query is relevant as it pertains to the exchange of knowledge between notifying authorities mentioned in Article 38. The specificity of the query is adequate, focusing on the sharing of knowledge and best practices. However, the passage does not provide enough information to fully answer the query, specifically how the EU ensures this sharing beyond the Commission's role. The query is realistic for a software developer concerned with compliance procedures. While user-oriented and original, it slightly rephrases rather than substantially builds upon the passage's content.",4
393,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 39 - Conformity assessment bodies of third countries

Conformity assessment bodies established under the law of a third country with which the Union has concluded an agreement may be authorised to carry out the activities of notified bodies under this Regulation, provided that they meet the requirements laid down in Article 31 or they ensure an equivalent level of compliance.",A small business owner who develops software solutions for local retail stores,Search engine keyword query without full sentence structure,third country conformity assessment bodies EU AI Act requirements,zero-shot,"The query is relevant to Article 39 of the passage, specific to conformity assessment bodies from third countries, answerable given the passage's content, realistic in style for a business owner seeking specific information, but lacks originality as it closely mirrors the passage language.",4
393,"Chapter III - HIGH-RISK AI SYSTEMS

Section 4 - Notifying authorities and notified bodies

Article 39 - Conformity assessment bodies of third countries

Conformity assessment bodies established under the law of a third country with which the Union has concluded an agreement may be authorised to carry out the activities of notified bodies under this Regulation, provided that they meet the requirements laid down in Article 31 or they ensure an equivalent level of compliance.",A venture capital investor focusing on early-stage technology startups,Hypothetical scenario-based question,"If a startup I'm investing in wants to use a conformity assessment body from a non-EU country, under what conditions can that body be authorized to function under the EU's AI Act?",zero-shot,"The query is relevant to Article 39 as it pertains to the conditions under which a conformity assessment body from a non-EU country can operate under the EU's AI Act. It is specific in its focus on authorization conditions, and the passage provides enough information to answer it. The hypothetical scenario style matches the persona's interest and method of inquiry, and the query is realistic and user-oriented without directly restating the passage.",5
394,"Chapter III - HIGH-RISK AI SYSTEMS

Section 5 - Standards, conformity assessment, certificates, registration

Article 40 - Harmonised standards and standardisation deliverables

1.   High-risk AI systems or general-purpose AI models which are in conformity with harmonised standards or parts thereof the references of which have been published in theOfficial Journal of the European Unionin accordance with Regulation (EU) No 1025/2012 shall be presumed to be in conformity with the requirements set out in Section 2 of this Chapter or, as applicable, with the obligations set out in of Chapter V, Sections 2 and 3, of this Regulation, to the extent that those standards cover those requirements or obligations.",A small business owner who develops software solutions for local retail stores,Hypothetical scenario-based question,"If my company wants to use an AI system built on harmonised standards for inventory management in local stores, would it automatically comply with the EU's high-risk AI regulations?",zero-shot,"The query is relevant as it pertains to the topic of harmonised standards and high-risk AI systems in the EU AI Act. It is specific to the scenario of using AI for inventory management, making it focused. The query is answerable since the passage discusses conformity with harmonised standards. It uses realistic language for a small business owner querying about compliance. Additionally, the query is user-oriented and original as it poses a practical scenario-based question.",5
394,"Chapter III - HIGH-RISK AI SYSTEMS

Section 5 - Standards, conformity assessment, certificates, registration

Article 40 - Harmonised standards and standardisation deliverables

1.   High-risk AI systems or general-purpose AI models which are in conformity with harmonised standards or parts thereof the references of which have been published in theOfficial Journal of the European Unionin accordance with Regulation (EU) No 1025/2012 shall be presumed to be in conformity with the requirements set out in Section 2 of this Chapter or, as applicable, with the obligations set out in of Chapter V, Sections 2 and 3, of this Regulation, to the extent that those standards cover those requirements or obligations.",A software developer specializing in machine learning applications,Simple direct question with basic vocabulary,How can I ensure my high-risk AI system complies with EU standards?,few-shot,"The query is relevant as it directly addresses compliance with EU standards for high-risk AI systems. It is specific to ensuring conformity with these standards but lacks detail about which specific standards or processes are involved. The query is answerable, as the passage mentions how compliance can be presumed when following harmonised standards. It is realistic and phrased in the straightforward manner expected from a software developer seeking compliance information. Lastly, it is user-oriented and original, representing a natural concern for someone in the field without summarizing the passage content.",5
395,"Chapter III - HIGH-RISK AI SYSTEMS

Section 5 - Standards, conformity assessment, certificates, registration

Article 40 - Harmonised standards and standardisation deliverables

2.   In accordance with Article 10 of Regulation (EU) No 1025/2012, the Commission shall issue, without undue delay, standardisation requests covering all requirements set out in Section 2 of this Chapter and, as applicable, standardisation requests covering obligations set out in Chapter V, Sections 2 and 3, of this Regulation. The standardisation request shall also ask for deliverables on reporting and documentation processes to improve AI systems’ resource performance, such as reducing the high-risk AI system’s consumption of energy and of other resources during its lifecycle, and on the energy-efficient development of general-purpose AI models. When preparing a standardisation request, the Commission shall consult the Board and relevant stakeholders, including the advisory forum. When issuing a standardisation request to European standardisation organisations, the Commission shall specify that standards have to be clear, consistent, including with the standards developed in the various sectors for products covered by the existing Union harmonisation legislation listed in Annex I, and aiming to ensure that high-risk AI systems or general-purpose AI models placed on the market or put into service in the Union meet the relevant requirements or obligations laid down in this Regulation. The Commission shall request the European standardisation organisations to provide evidence of their best efforts to fulfil the objectives referred to in the first and the second subparagraph of this paragraph in accordance with Article 24 of Regulation (EU) No 1025/2012.",A healthcare professional working with diagnostic technologies at a major hospital,Hypothetical scenario-based question,"If our hospital is considering implementing a new AI-based diagnostic tool classified as high-risk, how should we ensure it meets the EU's standards for energy efficiency and resource consumption during its lifecycle?",zero-shot,"The query is relevant as it pertains to high-risk AI systems and standards as outlined in the passage. It is specific, focusing on energy efficiency and resource consumption standards for a high-risk AI tool in the healthcare sector. The passage contains enough information to answer the question about standardisation requests related to energy efficiency, making it answerable. It uses realistic language and terminology a healthcare professional might employ. Additionally, the query is user-oriented and presents an original hypothetical scenario rather than directly rephrasing the passage.",5
395,"Chapter III - HIGH-RISK AI SYSTEMS

Section 5 - Standards, conformity assessment, certificates, registration

Article 40 - Harmonised standards and standardisation deliverables

2.   In accordance with Article 10 of Regulation (EU) No 1025/2012, the Commission shall issue, without undue delay, standardisation requests covering all requirements set out in Section 2 of this Chapter and, as applicable, standardisation requests covering obligations set out in Chapter V, Sections 2 and 3, of this Regulation. The standardisation request shall also ask for deliverables on reporting and documentation processes to improve AI systems’ resource performance, such as reducing the high-risk AI system’s consumption of energy and of other resources during its lifecycle, and on the energy-efficient development of general-purpose AI models. When preparing a standardisation request, the Commission shall consult the Board and relevant stakeholders, including the advisory forum. When issuing a standardisation request to European standardisation organisations, the Commission shall specify that standards have to be clear, consistent, including with the standards developed in the various sectors for products covered by the existing Union harmonisation legislation listed in Annex I, and aiming to ensure that high-risk AI systems or general-purpose AI models placed on the market or put into service in the Union meet the relevant requirements or obligations laid down in this Regulation. The Commission shall request the European standardisation organisations to provide evidence of their best efforts to fulfil the objectives referred to in the first and the second subparagraph of this paragraph in accordance with Article 24 of Regulation (EU) No 1025/2012.",A small business owner who develops software solutions for local retail stores,Informal conversational question,How will the EU's AI Act impact the energy usage standards for AI systems that we use in our retail software solutions?,zero-shot,"The query is relevant and specific as it focuses on the energy usage standards aspect of AI systems related to the AI Act. It is also realistic and user-oriented, considering the persona's interest in practical impacts on their software solutions. However, it might not be entirely answerable as the passage provides more about the standardization process but less about specific impacts on energy usage standards, which deducts one point.",4
